time_ms,pa_flash,pa_profile,pa_diff,depth_flash_m,depth_profile_m,depth_diff_m,gas_idx
22919,163583.3,163583.4,-0.1,6.346,6.346,-0.000,0
43115,231792.0,231792.0,-0.0,13.299,13.299,-0.000,0
63311,298734.9,298481.7,253.2,20.123,20.098,0.026,0
83507,302221.0,302220.8,0.2,20.479,20.479,0.000,0
103703,302071.2,302071.2,0.0,20.463,20.463,0.000,0
123899,298437.9,298438.0,-0.1,20.093,20.093,-0.000,0
144095,295020.6,295020.6,0.0,19.745,19.745,0.000,0
164291,295298.7,295298.8,-0.1,19.773,19.773,-0.000,0
184487,297261.1,297261.2,-0.1,19.973,19.973,-0.000,0
204683,279726.8,279726.8,0.0,18.186,18.186,0.000,0
224879,262192.4,262192.4,0.0,16.398,16.398,0.000,0
245075,244658.1,244658.0,0.1,14.611,14.611,0.000,0
265271,227123.7,227123.7,0.0,12.824,12.824,0.000,0
285467,209589.3,209589.3,0.0,11.036,11.036,0.000,0
305482,192228.6,192228.6,0.0,9.266,9.266,0.000,0
325678,174694.2,174694.2,0.0,7.479,7.479,0.000,0
345874,157159.9,157159.9,0.0,5.692,5.692,0.000,0
366070,139625.5,139625.5,0.0,3.904,3.904,0.000,0
386266,122091.1,122091.1,0.0,2.117,2.117,0.000,0
406462,104556.8,104556.8,0.0,0.329,0.329,0.000,0
